,date,category,connections
363,2023-09-10,amazon animals,"['anaconda', 'capybara', 'jaguar', 'toucan']"
364,2023-09-11,numbers in book titles,"['22', '451', '2001', '20,000']"
365,2023-09-11,slot machine symbols,"['7', 'bar', 'bell', 'cherry']"
366,2023-09-11,tv shows,"['24', 'bones', 'firefly', 'weeds']"
367,2023-09-11,halloween decorations,"['bat', 'cobweb', 'pumpkin', 'tombstone']"
368,2023-09-12,inside info,"['dirt', 'dish', 'scoop', 'skinny']"
369,2023-09-12,tree features,"['bark', 'branch', 'root', 'trunk']"
370,2023-09-12,animal sounds,"['buzz', 'cluck', 'meow', 'oink']"
371,2023-09-12,hot drinks,"['chai', 'cocoa', 'coffee', 'tea']"
372,2023-09-13,___ baby,"['beanie', 'fur', 'nepo', 'santa']"
373,2023-09-13,anagrams,"['nope', 'open', 'peon', 'pone']"
374,2023-09-13,pronouns,"['me', 'them', 'us', 'you']"
375,2023-09-13,“skedaddle!”,"['get out', 'go', 'leave', 'scram']"
376,2023-09-14,songs that are names,"['alejandro', 'lola', 'michelle', 'stan']"
377,2023-09-14,radio lingo,"['copy', 'out', 'over', 'roger']"
378,2023-09-14,counterfeit,"['bogus', 'fake', 'phony', 'sham']"
379,2023-09-14,eye parts,"['iris', 'lens', 'pupil', 'retina']"
380,2023-09-15,words that sound like two letters,"['cutie', 'envy', 'excel', 'seedy']"
381,2023-09-15,gymnastics apparatus,"['floor', 'horse', 'rings', 'vault']"
382,2023-09-15,emit light,"['beam', 'glow', 'radiate', 'shine']"
383,2023-09-15,bovids,"['buffalo', 'cow', 'goat', 'sheep']"
384,2023-09-16,i love ___,"['lucy', 'new york', ""rock 'n roll"", 'you']"
385,2023-09-16,“peanuts” characters,"['charlie', 'peppermint patty', 'pigpen', 'woodstock']"
386,2023-09-16,chess terms,"['bishop', 'mate', 'gambit', 'queen']"
387,2023-09-16,fairy tale figures,"['giant', 'princess', 'witch', 'wolf']"
388,2023-09-17,what “green” might mean,"['envious', 'fresh', 'naive', 'unwell']"
389,2023-09-17,best actress oscar winners,"['berry', 'foster', 'stone', 'swank']"
390,2023-09-17,luxurious,"['deluxe', 'grand', 'lavish', 'opulent']"
391,2023-09-17,fruits,"['apricot', 'fig', 'grape', 'lime']"
392,2023-09-18,tv show title surnames,"['lasso', 'mars', 'rogers', 'smart']"
393,2023-09-18,western tropes,"['cowboy', 'drifter', 'outlaw', 'sheriff']"
394,2023-09-18,airlines,"['alaska', 'frontier', 'southwest', 'spirit']"
395,2023-09-18,intelligent,"['bright', 'clever', 'quick', 'sharp']"
396,2023-09-19,dirty ___,"['dozen', 'joke', 'laundry', 'martini']"
397,2023-09-19,connection,"['bond', 'link', 'relation', 'tie']"
398,2023-09-19,shirt features,"['button', 'collar', 'cuff', 'pocket']"
399,2023-09-19,web browser-related,"['bookmark', 'history', 'tab', 'window']"
400,2023-09-20,number homophones,"['ate', 'for', 'too', 'won']"
401,2023-09-20,common merch items,"['mug', 'pen', 'tee', 'tote']"
402,2023-09-20,bowling,"['alley', 'ball', 'lane', 'pin']"
403,2023-09-20,replacement,"['backup', 'copy', 'extra', 'spare']"
404,2023-09-21,hand- and foot-related slang,"['digit', 'dog', 'mitt', 'piggy']"
405,2023-09-21,muppets,"['animal', 'beaker', 'gonzo', 'scooter']"
406,2023-09-21,motor vehicles,"['bus', 'car', 'motorcycle', 'truck']"
407,2023-09-21,restaurant workers,"['bartender', 'chef', 'host', 'server']"
408,2023-09-22,___board,"['dash', 'hover', 'key', 'star']"
409,2023-09-22,m. night shyamalan movies,"['glass', 'old', 'signs', 'split']"
410,2023-09-22,"set, as plans","['concrete', 'firm', 'solid', 'tangible']"
411,2023-09-22,soda fountain orders,"['float', 'malt', 'shake', 'sundae']"
412,2023-09-23,women singers,"['keys', 'nicks', 'summer', 'swift']"
413,2023-09-23,water sources,"['fountain', 'spring', 'tap', 'well']"
414,2023-09-23,decline,"['dip', 'drop', 'fall', 'sink']"
415,2023-09-23,robust,"['fit', 'healthy', 'sound', 'strong']"
416,2023-09-24,sitcom families,"['bunker', 'cleaver', 'partridge', 'tanner']"
417,2023-09-24,super mario-related,"['dinosaur', 'mushroom', 'plumber', 'princess']"
418,2023-09-24,vertebrates,"['bird', 'fish', 'mammal', 'reptile']"
419,2023-09-24,kitchen utensils,"['grater', 'ladle', 'peeler', 'whisk']"
420,2023-09-25,social media app endings,"['book', 'gram', 'in', 'tube']"
421,2023-09-25,jacks,"['black', 'frost', 'ma', 'sparrow']"
422,2023-09-25,“c” words for “envelop”,"['cake', 'coat', 'cover', 'crust']"
423,2023-09-25,bridal accessories,"['bouquet', 'ring', 'train', 'veil']"
424,2023-09-26,full ___,"['circle', 'house', 'monty', 'moon']"
425,2023-09-26,summary,"['abstract', 'brief', 'digest', 'rundown']"
426,2023-09-26,lingerie,"['garter', 'slip', 'teddy', 'thong']"
427,2023-09-26,snakes,"['boa', 'mamba', 'python', 'viper']"
428,2023-09-27,things with eye(s),"['face', 'hurricane', 'needle', 'potato']"
429,2023-09-27,target of a scheme,"['chump', 'fool', 'mark', 'sucker']"
430,2023-09-27,candy store treats,"['chocolate', 'gum', 'licorice', 'lollipop']"
431,2023-09-27,produced by trees,"['acorn', 'cone', 'pollen', 'sap']"
432,2023-09-28,light ___,"['beer', 'bulb', 'rail', 'year']"
433,2023-09-28,rap subgenres,"['bounce', 'crunk', 'drill', 'grime']"
434,2023-09-28,ways to gather food,"['fish', 'forage', 'hunt', 'trap']"
435,2023-09-28,reflect light,"['flash', 'gleam', 'glitter', 'sparkle']"
436,2023-09-29,what “beat” may mean,"['assignment', 'defeat', 'tempo', 'tired']"
437,2023-09-29,hudsons,"['henry', 'jennifer', 'kate', 'rock']"
438,2023-09-29,recyclng categories,"['glass', 'metal', 'paper', 'plastic']"
439,2023-09-29,very important,"['central', 'critical', 'key', 'vital']"
440,2023-09-30,insufficient,"['low', 'short', 'shy', 'wanting']"
441,2023-09-30,yearn,"['ache', 'long', 'pine', 'thirst']"
442,2023-09-30,golf clubs,"['iron', 'putter', 'wedge', 'wood']"
443,2023-09-30,playing card suits,"['club', 'diamond', 'heart', 'spade']"
444,2023-10-01,___ figure,"['action', 'ballpark', 'go', 'stick']"
445,2023-10-01,things that are red,"['beet', 'brick', 'cardinal', 'poppy']"
446,2023-10-01,nocturnal animals,"['bat', 'moth', 'owl', 'wolf']"
447,2023-10-01,coffee counter items,"['cup', 'lid', 'stirrer', 'straw']"
448,2023-10-02,“pointers”,"['arrow', 'dog', 'finger', 'hint']"
449,2023-10-02,animal coverings,"['down', 'fur', 'scales', 'shell']"
450,2023-10-02,iphone apps,"['clock', 'mail', 'maps', 'notes']"
451,2023-10-02,ways to show respect,"['bow', 'kneel', 'salute', 'stand']"
452,2023-10-03,___ balloon,"['lead', 'speech', 'trial', 'water']"
453,2023-10-03,sneaker brands,"['converse', 'jordan', 'puma', 'vans']"
454,2023-10-03,prattle on,"['blather', 'chat', 'jabber', 'gab']"
455,2023-10-03,long-haired animals,"['afghan', 'alpaca', 'angora', 'yak']"
456,2023-10-04,things with stripes,"['candy cane', 'crosswalk', 'referee', 'tiger']"
457,2023-10-04,torus-shaped food,"['bagel', 'cheerio', 'donut', 'lifesaver']"
458,2023-10-04,make public,"['display', 'exhibit', 'present', 'show']"
459,2023-10-04,christmas-related,"['mistletoe', 'reindeer', 'snowman', 'stocking']"
460,2023-10-05,insect homophones,"['aunt', 'beatle', 'flee', 'nat']"
461,2023-10-05,m.l.b. team member,"['angel', 'cub', 'met', 'red']"
462,2023-10-05,imperial units,"['bushel', 'peck', 'stone', 'ton']"
463,2023-10-05,division,"['arm', 'branch', 'chapter', 'wing']"
464,2023-10-06,lady ___,"['bird', 'gaga', 'luck', 'macbeth']"
465,2023-10-06,“peter pan” characters,"['hook', 'nana', 'peter', 'wendy']"
466,2023-10-06,art movements,"['dada', 'deco', 'gothic', 'pop']"
467,2023-10-06,"laughter, in a text","['dead', 'haha', 'lol', 'rofl']"
468,2023-10-07,palindromes,"['eve', 'hannah', 'otto', 'natan']"
469,2023-10-07,past tense verbs,"['drew', 'rose', 'will', 'may']"
470,2023-10-07,natural features,"['dale', 'brook', 'savanna', 'cliff']"
471,2023-10-07,rhymes,"['darren', 'karen', 'sharon', 'aaron']"
472,2023-10-08,___ opera,"['comic', 'met', 'rock', 'soap']"
473,2023-10-08,cities and towns in england,"['bath', 'derby', 'reading', 'sandwich']"
474,2023-10-08,phone connectivity,"['bars', 'reception', 'service', 'signal']"
475,2023-10-08,celebratory occasions,"['anniversary', 'birthday', 'shower', 'wedding']"
476,2023-10-09,things that whistle,"['bird', 'kettle', 'referee', 'train']"
477,2023-10-09,song,"['cut', 'number', 'single', 'track']"
478,2023-10-09,slang for head,"['crown', 'dome', 'melon', 'noodle']"
479,2023-10-09,crops,"['corn', 'cucumber', 'pepper', 'tomato']"
480,2023-10-10,power ___,"['nap', 'plant', 'ranger', 'trip']"
481,2023-10-10,n.h.l. teams,"['flames', 'kraken', 'stars', 'wild']"
482,2023-10-10,bible books,"['acts', 'job', 'kings', 'mark']"
483,2023-10-10,origin,"['genesis', 'germ', 'seed', 'source']"
484,2023-10-11,___ paper,"['butcher', 'scrap', 'toilet', 'wax']"
485,2023-10-11,foremost,"['head', 'lead', 'prime', 'top']"
486,2023-10-11,conditional words,"['can', 'could', 'may', 'might']"
487,2023-10-11,film set directives,"['action', 'camera', 'cut', 'lights']"
488,2023-10-12,things that can run,"['candidate', 'faucet', 'mascara', 'nose']"
489,2023-10-12,wonder woman’s costume,"['lasso', 'shield', 'sword', 'tiara']"
490,2023-10-12,parts of a watch,"['crown', 'dial', 'hand', 'strap']"
491,2023-10-12,conceal,"['block', 'cover', 'hide', 'mask']"
492,2023-10-13,“the(e) ___” rappers,"['creator', 'dude', 'rapper', 'stallion']"
493,2023-10-13,poetry terms,"['line', 'meter', 'rhyme', 'verse']"
494,2023-10-13,cities beginning with “l”,"['lagos', 'limerick', 'lincoln', 'luxor']"
495,2023-10-13,beans,"['fava', 'kidney', 'lima', 'pinto']"
496,2023-10-14,plunder,"['booty', 'loot', 'spoils', 'swag']"
497,2023-10-14,slang for home,"['crib', 'digs', 'joint', 'pad']"
498,2023-10-14,rotary phone parts,"['cord', 'cradle', 'dial', 'handset']"
499,2023-10-14,butt,"['bottom', 'buns', 'seat', 'tail']"
500,2023-10-15,title movie animals,"['babe', 'beethoven', 'charlotte', 'willy']"
501,2023-10-15,shortcut commands,"['copy', 'find', 'print', 'save']"
502,2023-10-15,pull,"['jerk', 'tug', 'wrench', 'yank']"
503,2023-10-15,tools,"['file', 'hammer', 'level', 'saw']"
504,2023-10-16,fat ___,"['cat', 'chance', 'lip', 'tuesday']"
505,2023-10-16,“the addams family” characters,"['fester', 'lurch', 'thing', 'wednesday']"
506,2023-10-16,go bad,"['rot', 'sour', 'spoil', 'turn']"
507,2023-10-16,days of the week,"['friday', 'saturday', 'sunday', 'thursday']"
508,2023-10-17,rock ___,"['bottom', 'candy', 'garden', 'star']"
509,2023-10-17,rudely break off contact,"['desert', 'ghost', 'ignore', 'jilt']"
510,2023-10-17,failure,"['bomb', 'dud', 'flop', 'lemon']"
511,2023-10-17,taunts,"['boo', 'hiss', 'jeer', 'raspberry']"
512,2023-10-18,singular of things seen in pairs,"['boxer', 'goggle', 'pant', 'tong']"
513,2023-10-18,piquancy,"['bite', 'kick', 'tang', 'zip']"
514,2023-10-18,bit of wind,"['breeze', 'draft', 'gust', 'puff']"
515,2023-10-18,something tiresome,"['bore', 'drag', 'snooze', 'yawn']"
516,2023-10-19,fast ___,"['fashion', 'food', 'forward', 'friends']"
517,2023-10-19,tv shows,"['fargo', 'firefly', 'fleabag', 'flipper']"
518,2023-10-19,mild oaths,"['fiddlesticks', 'fie', 'frick', 'fudge']"
519,2023-10-19,falsify,"['fabricate', 'fake', 'fix', 'forge']"
520,2023-10-20,___ burger,"['good', 'impossible', 'nothing', 'warren']"
521,2023-10-20,equitable,"['equal', 'even', 'fair', 'just']"
522,2023-10-20,virtual spaces,"['cloud', 'metaverse', 'net', 'web']"
523,2023-10-20,animal homes,"['den', 'hive', 'lair', 'nest']"
524,2023-10-21,acronyms,"['laser', 'radar', 'scuba', 'spam']"
525,2023-10-21,bra parts,"['cup', 'hook', 'strap', 'wire']"
526,2023-10-21,nonsense,"['baloney', 'bunk', 'crock', 'tripe']"
527,2023-10-21,tableware,"['bowl', 'dish', 'plate', 'saucer']"
528,2023-10-22,sticky situation,"['bind', 'pickle', 'scrape', 'spot']"
529,2023-10-22,british cuisine,"['mash', 'roast', 'scone', 'trifle']"
530,2023-10-22,catchy song,"['banger', 'bop', 'groove', 'jam']"
531,2023-10-22,relax,"['chill', 'hang', 'loaf', 'lounge']"
532,2023-10-23,hard ___,"['candy', 'copy', 'knocks', 'seltzer']"
533,2023-10-23,romantic beginnings,"['connection', 'feelings', 'spark', 'vibe']"
534,2023-10-23,impel,"['drive', 'inspire', 'motivate', 'spur']"
535,2023-10-23,cell phone modes,"['focus', 'ring', 'silent', 'vibrate']"
536,2023-10-24,rhyming compound words,"['backpack', 'bigwig', 'downtown', 'ragtag']"
537,2023-10-24,paradigmatic,"['classic', 'definitive', 'model', 'textbook']"
538,2023-10-24,small opening,"['cranny', 'niche', 'nook', 'recess']"
539,2023-10-24,animal groups,"['colony', 'herd', 'pride', 'school']"
540,2023-10-25,___ syrup,"['corn', 'cough', 'maple', 'simple']"
541,2023-10-25,12 days of christmas,"['drummer', 'lady', 'ring', 'swan']"
542,2023-10-25,“gracious me!”,"['goodness', 'heavens', 'lord', 'mercy']"
543,2023-10-25,grammar tense terms,"['future', 'past', 'perfect', 'present']"
544,2023-10-26,spherical things,"['bubble', 'globe', 'marble', 'pearl']"
545,2023-10-26,fine bubbles,"['foam', 'froth', 'head', 'lather']"
546,2023-10-26,"excellent, in old slang","['aces', 'keen', 'neato', 'nifty']"
547,2023-10-26,increase,"['build', 'grow', 'swell', 'mount']"
548,2023-10-27,things with trunks,"['cars', 'elephants', 'swimmers', 'trees']"
549,2023-10-27,w.n.b.a. teams,"['mercury', 'sky', 'sparks', 'liberty']"
550,2023-10-27,metal elements,"['copper', 'gold', 'nickel', 'silver']"
551,2023-10-27,shameless boldness,"['brass', 'cheek', 'gall', 'nerve']"
552,2023-10-28,___ moon,"['blue', 'harvest', 'new', 'sailor']"
553,2023-10-28,“agree!”,"['ditto', 'likewise', 'same', 'second']"
554,2023-10-28,appearance,"['dress', 'look', 'manner', 'style']"
555,2023-10-28,senses,"['sight', 'smell', 'taste', 'touch']"
556,2023-10-29,guitar parts,"['body', 'bridge', 'fret', 'neck']"
557,2023-10-29,group of offspring,"['brood', 'clutch', 'hatch', 'litter']"
558,2023-10-29,go up against,"['challenge', 'confront', 'face', 'oppose']"
559,2023-10-29,mishmash,"['hash', 'jumble', 'medley', 'stew']"
560,2023-10-30,___ button,"['belly', 'hot', 'panic', 'snooze']"
561,2023-10-30,mahjong tiles,"['bamboo', 'dragon', 'season', 'wind']"
562,2023-10-30,blink of an eye,"['flash', 'heartbeat', 'second', 'wink']"
563,2023-10-30,bird features,"['beak', 'feather', 'talon', 'wing']"
564,2023-10-31,___ jacket,"['dust', 'life', 'sports', 'yellow']"
565,2023-10-31,horror directors,"['aster', 'carpenter', 'craven', 'wan']"
566,2023-10-31,seen on a farm,"['barn', 'chicken', 'farmer', 'tractor']"
567,2023-10-31,flowers,"['daisy', 'rose', 'tulip', 'violet']"
568,2023-11-01,expressions of hesitation,"['erm', 'uh', 'um', 'well']"
569,2023-11-01,shows set in hospitals,"['er', 'house', 'ratched', 'scrubs']"
570,2023-11-01,use a needle and thread,"['darn', 'hem', 'seam', 'sew']"
571,2023-11-01,social media actions,"['follow', 'like', 'share', 'subscribe']"
572,2023-11-02,things with cores,"['apple', 'computer', 'planet', 'reactor']"
573,2023-11-02,small wooded area,"['dell', 'glen', 'hollow', 'valley']"
574,2023-11-02,information,"['data', 'info', 'intel', 'news']"
575,2023-11-02,ignite,"['burn', 'kindle', 'light', 'torch']"
576,2023-11-03,royal ___,"['family', 'flush', 'jelly', 'we']"
577,2023-11-03,words abbreviated with letters,"['are', 'see', 'why', 'you']"
578,2023-11-03,repeated words in expressions,"['hear', 'knock', 'there', 'tut']"
579,2023-11-03,nevertheless,"['however', 'still', 'though', 'yet']"
580,2023-11-04,“e-” things,"['cigarette', 'bike', 'ticket', 'sports']"
581,2023-11-04,clue weapons,"['candlestick', 'knife', 'rope', 'wrench']"
582,2023-11-04,hollow cylinders,"['hose', 'pipe', 'straw', 'tube']"
583,2023-11-04,ways to prepare,"['drill', 'practice', 'study', 'train']"
584,2023-11-05,words with numerical prefixes,"['uniform', 'bicycle', 'trilogy', 'quadrant']"
585,2023-11-05,music publications,"['billboard', 'pitchfork', 'rolling stone', 'spin']"
586,2023-11-05,"long, sharp objects","['lance', 'pin', 'skewer', 'spit']"
587,2023-11-05,unchanging,"['even', 'level', 'stable', 'steady']"
588,2023-11-06,words that go with “bone”,"['funny', 'herring', 'soup', 'wish']"
589,2023-11-06,cube-shaped,"['bouillon', 'die', 'ice', 'sugar']"
590,2023-11-06,terms for records,"['lp', 'platter', 'vinyl', 'wax']"
591,2023-11-06,investments,"['bond', 'cd', 'option', 'stock']"
592,2023-11-07,microsoft products,"['bing', 'edge', 'surface', 'word']"
593,2023-11-07,group within a group,"['camp', 'division', 'faction', 'wing']"
594,2023-11-07,tattle,"['rat', 'sing', 'snitch', 'squeal']"
595,2023-11-07,digital notification sounds,"['chime', 'ding', 'ping', 'ring']"
596,2023-11-08,second words of vodka cocktails,"['breeze', 'mary', 'mule', 'russian']"
597,2023-11-08,equivocate,"['hedge', 'see-saw', 'waver', 'yo-yo']"
598,2023-11-08,types of french fries,"['curly', 'shoestring', 'waffle', 'wedge']"
599,2023-11-08,brought to the beach,"['flip-flop', 'sunscreen', 'towel', 'umbrella']"
600,2023-11-09,___ comedy,"['black', 'divine', 'prop', 'sketch']"
601,2023-11-09,podcasts,"['radiolab', 'serial', 'up first', 'wtf']"
602,2023-11-09,email actions,"['compose', 'forward', 'reply all', 'send']"
603,2023-11-09,doctors’ orders,"['diet', 'exercise', 'fresh air', 'sleep']"
604,2023-11-10,medieval weapons,"['club', 'mace', 'spear', 'sword']"
605,2023-11-10,deodorants,"['axe', 'degree', 'old spice', 'secret']"
606,2023-11-10,intelligent,"['bright', 'quick', 'sharp', 'smart']"
607,2023-11-10,spices,"['anise', 'dill', 'nutmeg', 'sage']"
608,2023-11-11,“get a ___!”,"['clue', 'grip', 'life', 'room']"
609,2023-11-11,filmmaking equipment,"['boom', 'dolly', 'lens', 'tripod']"
610,2023-11-11,fun time,"['ball', 'blast', 'kick', 'riot']"
611,2023-11-11,sparse/lacking,"['light', 'short', 'spare', 'thin']"
612,2023-11-12,common prefixes,"['auto', 'post', 'semi', 'sub']"
613,2023-11-12,car companies,"['bmw', 'honda', 'jaguar', 'subaru']"
614,2023-11-12,sports professionals,"['coach', 'gm', 'player', 'scout']"
615,2023-11-12,presidents,"['ford', 'grant', 'lincoln', 'wilson']"
616,2023-11-13,things with leaves,"['book', 'table', 'tea', 'tree']"
617,2023-11-13,funny person,"['card', 'clown', 'cutup', 'joker']"
618,2023-11-13,trademark,"['feature', 'hallmark', 'stamp', 'trait']"
619,2023-11-13,unit of language,"['letter', 'paragraph', 'sentence', 'word']"
620,2023-11-14,___ ant,"['adam', 'carpenter', 'fire', 'red']"
621,2023-11-14,obtain,"['get', 'land', 'secure', 'win']"
622,2023-11-14,bit of vocal fanfare,"['behold', 'presto', 'tada', 'voila']"
623,2023-11-14,basic emotions,"['anger', 'fear', 'happiness', 'surprise']"
624,2023-11-15,homophones,"['oui', 'we', 'wee', 'wii']"
625,2023-11-15,“yes” in different languages,"['hai', 'ja', 'si', 'da']"
626,2023-11-15,magazines,"['o', 'ok', 'us', 'w']"
627,2023-11-15,“gross!”,"['ew', 'ick', 'pu', 'ugh']"
628,2023-11-16,great ___,"['dane', 'lake', 'seal', 'white']"
629,2023-11-16,single/plural animals,"['buffalo', 'deer', 'fish', 'moose']"
630,2023-11-16,helm,"['direct', 'guide', 'lead', 'steer']"
631,2023-11-16,balderdash,"['bull', 'hogwash', 'nonsense', 'rot']"
632,2023-11-17,elizabeths (and one elisabeth),"['banks', 'moss', 'taylor', 'warren']"
633,2023-11-17,"m.l.b. teams, for short","['cards', 'jays', 'nats', 'yanks']"
634,2023-11-17,email sign-offs,"['best', 'cheers', 'regards', 'thanks']"
635,2023-11-17,bodyweight exercises,"['dips', 'lunges', 'planks', 'squats']"
636,2023-11-18,homophones,"['peak', 'peek', 'peke', 'pique']"
637,2023-11-18,parts of a mountain,"['cliff', 'crag', 'ledge', 'ridge']"
638,2023-11-18,deceit,"['act', 'bluff', 'charade', 'front']"
639,2023-11-18,quick peek,"['gander', 'glance', 'glimpse', 'look']"
640,2023-11-19,___ day holidays,"['earth', 'groundhog', 'labor', 'may']"
641,2023-11-19,walk,"['march', 'step', 'stride', 'tread']"
642,2023-11-19,venerable,"['august', 'grand', 'noble', 'regal']"
643,2023-11-19,onset,"['birth', 'creation', 'dawn', 'start']"
644,2023-11-20,imitate,"['ape', 'mime', 'mirror', 'parrot']"
645,2023-11-20,chutney varieties,"['mango', 'mint', 'tamarind', 'tomato']"
646,2023-11-20,primates,"['baboon', 'bonobo', 'gibbon', 'gorilla']"
